邵氏经典,#genre#
神龙剑侠吕四娘(1989),https://b2.bdzybf22.com/videos/202503/15/67d1ba0b79559e337d6d5c76/3dd993/index.m3u8#https://v3.qrssuv.com/wjv3/202312/22/zt358a9m7r2/video/index.m3u8
神秘的大佛(1980),https://play.xluuss.com/play/mepAPGpa/index.m3u8#https://c1.rrcdnbf2.com/video/shenmidedafo/HD%E5%9B%BD%E8%AF%AD/index.m3u8
神圣的使命(1979),https://yzzy1.play-cdn16.com/20230425/3243_0b2df034/index.m3u8 
生财有道(1984),https://v.gsuus.com/play/hls/Pe9rnZDa/index.m3u8#https://play.xluuss.com/play/hls/Xe0R4ZLb/index.m3u8
十二次列车(1960),https://tyyszywvod5.com/videos/202503/12/67d0d02ab25ae51154147342/66889a/index.m3u8
手机(2003),https://v.cdnlz3.com/20240104/22619_1be66f89/index.m3u8
暑假的礼物(1961),https://tyyszywvod5.com/videos/202503/27/67d20e5db25ae5115459f56e/6c3b16/index.m3u8#https://play.xluuss.com/play/rb2xP1ze/index.m3u8
夜雨(1980),https://play.xluuss.com/play/RdG61K8b/index.m3u8#https://c1.rrcdnbf2.com/video/bashanyeyu/HD%E5%9B%BD%E8%AF%AD/index.m3u8
水手长的故事(1963),https://v.gsuus.com/play/mbk8DXKd/index.m3u8#https://play.xluuss.com/play/nelxDEVe/index.m3u8
私人保镖(1992),https://vip.ffzy-play6.com/20221113/6718_3a6402b8/index.m3u8#https://play.xluuss.com/play/9aANkYlb/index.m3u8
死期临近(1989),https://v.cdnlz19.com/20241002/48561_96e681b2/2000k/hls/mixed.m3u8
四个小伙伴(1981),https://play.xluuss.com/play/DdwpQqze/index.m3u8#https://hd.ijycnd.com/play/negJw9jd/index.m3u8
四喜临门(1997),https://vip.ffzy-play6.com/20221112/6081_85084e09/index.m3u8#https://v1.hhiklm.com/yyv1/202308/19/gBWGTT2gtY2/video/index.m3u8
索命逍遥楼(1990),https://vip.ffzy-play6.com/20221112/6088_8efaea6c/index.m3u8#https://hn.bfvvs.com/play/1aK8yLYb/index.m3u8
他,我们见过(1985),https://v1.fentvoss.com/yyv1/202308/19/HNCb545gVg2/video/2000k_1080/hls/index.m3u8
太阳刚刚出山(1960),https://tyyszywvod5.com/videos/202503/13/67d1c270582cdc10c434cfd1/3dfe76/index.m3u8#https://play.xluuss.com/play/Ddw0wgme/index.m3u8
淘金王(1985),https://v.gsuus.com/play/ZdP7XnWb/index.m3u8#https://play.maoyanplay.top/jqp/oScpK0Kv/index.m3u8
R4之谜(1982),https://yzzy.play-cdn3.com/20220506/17128_dd9879cd/index.m3u8#https://v1.qrssuv.com/wjv1/202308/19/EmW6fGsRXq2/video/index.m3u8
特殊任务(1978),https://ukzy.ukubf4.com/20220407/qRlgXzg3/2000kb/hls/index.m3u8
提心吊胆(1992),https://vip.ffzy-play6.com/20221129/9412_9e657e33/index.m3u8#https://v1.qrssuv.com/wjv1/202308/19/4kQW0WkLXi2/video/index.m3u8
天生胆小(1995),https://vip.ffzy-play6.com/20221129/9417_4ed30e0d/index.m3u8#https://vip.lzcdn2.com/20220523/7377_ea658f09/index.m3u8
甜蜜的事业(1979),https://v.gsuus.com/play/Qe16wRoa/index.m3u8#https://play.xluuss.com/play/rb28kVPe/index.m3u8
通天长老(1990),https://vip.lz-cdn16.com/20230628/29626_5b70c2a2/index.m3u8
土裁缝与洋小姐(1987),https://play.maoyanplay.top/20230804/uw4dZ6aB/hls/index.m3u8
五郎八卦棍(1990),https://yzzy.play-cdn11.com/20221201/13795_1114a753/index.m3u8
雾都茫茫(1980),https://v.cdnlz19.com/20240427/31453_8a89d528/2000k/hls/mixed.m3u8
夕照街(1983),https://v.gsuus.com/play/mbk8RENd/index.m3u8#https://play.xluuss.com/play/nelxYGge/index.m3u8
西行平妖(1991),https://vip.ffzy-play7.com/20221224/9720_631d1df5/index.m3u8#https://vip1.lz-cdn.com/20220812/28142_c1fb64cf/index.m3u8
喜盈门(1981),https://yzzy1.play-cdn16.com/20230425/3214_437548cb/2000k/hls/mixed.m3u8#https://vip.lzcdn2.com/20220509/5971_559d5bf3/1200k/hls/mixed.m3u8
侠骨风流(1992),https://hn.bfvvs.com/play/penx5M4b/index.m3u8#https://vip.ffzy-play7.com/20221112/3316_344b4311/index.m3u8
香魂女(1993),https://vip.ffzy-play7.com/20221129/7693_7235ac33/index.m3u8#https://hn.bfvvs.com/play/lejZWmPe/index.m3u8
向阳院的故事(1974),https://vip.dytt-film.com/20250203/4636_50adecfc/index.m3u8
小毕的故事(1983),https://yzzy.play-cdn10.com/20221201/16776_51788ad7/1000k/hls/mixed.m3u8#https://play.xluuss.com/play/1aMr05bW/index.m3u8
小铃铛(1964),https://tyyszywvod5.com/videos/202504/09/67cc78606c19d8f7a6d7d0d5/6a41a7/index.m3u8#https://v8.fentvoss.com/yyv8/202408/30/77XVVX3gFZ14/video/index.m3u8
小螺号(1975),https://v.gsuus.com/play/ZdPZX4ya/index.m3u8#https://play.xluuss.com/play/qaQ0Z4Me/index.m3u8
小巷名流(1985),https://c1.rrcdnbf6.com/video/xiaoxiangmingliu/HD%E5%9B%BD%E8%AF%AD/index.m3u8#https://svip.high25-playback.com/20241116/11642_8544eeb0/index.m3u8
小字辈(1979),https://yzzy.play-cdn8.com/20220710/3677_c44064c0/index.m3u8#https://v11.qrssuv.com/wjv11/202402/18/RLa6WAarRF3/video/index.m3u8
孝子贤孙伺候着(1993),https://vip.ffzy-play7.com/20230126/12453_03a92048/index.m3u8#https://vip.lzcdn2.com/20220509/5970_4b05aec9/index.m3u8
笑比哭好(1982),https://v.cdnlz19.com/20240419/29153_d6c30f47/2000k/hls/mixed.m3u8
笑出来的眼泪(1988),https://yzzy.play-cdn17.com/20230815/15879_cbe2a977/2000k/hls/mixed.m3u8
新兵马强(1981),https://v.gsuus.com/play/hls/xboVWqKa/index.m3u8#https://v1.hhiklm.com/yyv1/202308/19/budrWyM1eh2/video/index.m3u8
新中国第一大案(1992),https://vip.ffzy-play6.com/20241124/31417_a9dcc146/index.m3u8
刑侦风云(1994),https://vip.ffzy-online1.com/20230701/42000_aa9242a8/index.m3u8
凶宅美人头(1989),https://v1.qrssuv.com/wjv1/202308/19/Fi0J6BP7Zd2/video/1000k_720/hls/index.m3u8#https://play.xluuss.com/play/hls/nelYZRVa/index.m3u8
许茂和他的女儿们(1981),https://vip1.lz-cdn1.com/20220413/1860_4344572d/index.m3u8
雪花和栗子球(1980),https://v8.qrssuv.com/wjv8/202312/13/4NekVUc6iw1/video/index.m3u8#https://b2.bdzybf22.com/videos/202505/27/682274e3b84e8e23db7a6f10/g90585/index.m3u8
血,总是热的(1983),https://v.gsuus.com/play/hls/mbkZGV6a/index.m3u8#https://s2.bfbfvip.com/video/xuezongshirede/HD%E5%9B%BD%E8%AF%AD/index.m3u8
血案疑踪(1986),https://vip1.lz-cdn1.com/20220413/1912_019fd44f/1200k/hls/mixed.m3u8
雅马哈鱼档(1984),https://yzzy.play-cdn19.com/20230907/3136_e2627cd6/index.m3u8
业余警察(1987),https://yzzy.play-cdn11.com/20221109/6094_05ae66e7/2000k/hls/mixed.m3u8
一半是火焰一半是海水(1989),https://v13.qrssv.com/202505/30/9jXxPX1rgH24/video/2000k_1080/hls/index.m3u8
一个女演员的梦(1985),https://yzzy.play-cdn11.com/20221112/7075_fd3917f9/2000k/hls/mixed.m3u8#https://v.cdnlz19.com/20241002/48562_b9499125/index.m3u8
银蛇谋杀案(1988),https://v1.qrssuv.com/wjv1/202308/20/yXGtgCW0hT2/video/1000k_720/hls/index.m3u8#https://vip.ffzy-play7.com/20230409/21702_2c26923a/index.m3u8
于无声处(1979),https://v.cdnlz19.com/20240410/26928_7562949d/2000k/hls/mixed.m3u8 
原野(1988),https://yzzy1.play-cdn16.com/20230414/33_ded1a32d/2000k/hls/mixed.m3u8
月亮湾的风波(1984),https://hd.ijycnd.com/play/hls/7axknjre/index.m3u8
月亮湾的笑声(1981),https://v.gsuus.com/play/NbWWkXby/index.m3u8#https://vip.ffzy-play6.com/20221128/9036_bbf73371/3000k/hls/mixed.m3u8
咱们的牛百岁(1983),https://vip.ffzy-play6.com/20221128/9038_2bb757b5/3000k/hls/mixed.m3u8#https://v.gsuus.com/play/hls/oeE65Wa0/index.m3u8
遭遇激情(1990),https://c1.rrcdnbf3.com/video/replacexxx0810/20240927xHE04KLYindex.m3u8/index.m3u8#https://c1.ddbbffcdn.com/video/replacexxx0810/20240927xHE04KLYindex.m3u8/index.m3u8
张铁匠的罗曼史(1982),https://v.cdnlz19.com/20240531/35304_bb39fac1/2000k/hls/mixed.m3u8#https://v.cdnlz19.com/20240531/35304_bb39fac1/index.m3u8
赵百万梦幻曲(1991),https://svip.high24-playback.com/20240722/1541_6411c50a/index.m3u8
中国勇士(1990),https://vip.lzcdn2.com/20220425/4385_10c41ef9/index.m3u8#https://v3.hhiklm.com/yyv3/202312/24/GxzhDK97uU2/video/index.m3u8
重庆谈判(1993),https://vip.lzcdn2.com/20220523/7396_7e6a9af2/index.m3u8#https://vip.ffzy-play7.com/20221129/7747_00536999/index.m3u8
抓壮丁(1963),https://b2.bdzybf22.com/videos/202504/07/67ed4d58296ce36fb75b6e66/d7ccg0/index.m3u8#https://c1.rrcdnbf2.com/video/zhuazhuangding/HD%E5%9B%BD%E8%AF%AD/index.m3u8
自古英雄出少年(1983),https://vip1.lz-cdn6.com/20220807/20709_0ee859c9/1000k/hls/mixed.m3u8#https://yzzy.play-cdn10.com/20221124/14449_719aebea/1000k/hls/mixed.m3u8
小小得月楼(1983),https://svip.high20-playback.com/20231029/2696_87fca366/index.m3u8#https://s1.bfllvip.com/video/xiaoxiaodeyuelou/4631059d240c/index.m3u8

热门电影,#genre#
哪吒1魔童降世,https://vip.ffzy-play7.com/20221111/3098_4ec0b2e9/index.m3u8
哪吒2闹海超清,https://hn.bfvvs.com/play/9avnA8ma/index.m3u8
哪吒2闹海修复,https://c1.7bbffvip.com/video/nazhazhimotongnaohai/修复版/index.m3u8
唐探1900,https://svip.high21-playback.com/20250430/42755_cc803404/index.m3u8
美国队长4TS中,https://cdn7.ryplay7.com/20250217/10692_fbe18652/index.m3u8
峡谷2025HD中,https://cdn7.ryplay7.com/20250215/10678_9c49fdd1/index.m3u8
死待与金刚狼H,https://svip.high21-playback.com/20241103/39766_5615a4fa/index.m3u8
灌篮高手电影版(国语),https://v.gsuus.com/play/9aA52Dla/index.m3u8#https://hn.bfvvs.com/play/kazGEpyb/index.m3u8
神偷奶爸4国语,https://svip.high21-playback.com/20241018/39470_042b09a4/index.m3u8
危机航线-HD国,https://svip.high21-playback.com/20241129/40285_ed081458/index.m3u8
九龙城寨-HD国,https://svipsvip.ffzy-online5.com/20240621/28901_46307ada/index.m3u8
阿凡达水之道普通话,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5105/080/728/5105080728/media/5105080728_5091264010_56.mp4
热辣滚烫,https://v5.tlkqc.com/wjv5/202404/18/hZt0HusRNa77/video/index.m3u8#https://vip.ffzy-online2.com/20240216/48497_7124419f/index.m3u8
第二十条TC,https://v.cdnlz12.com/20240215/11572_dda99b8e/2000k/hls/mixed.m3u8
飞驰人生2TC,https://ikcdn01.ikzybf.com/20240212/jjCpFTXC/2000kb/hls/index.m3u8#https://ikcdn01.ikzybf.com/20240212/jjCpFTXC/index.m3u8
照明商店,https://yzzy.play-cdn19.com/20240213/19794_4de23d38/2000k/hls/index.m3u8
爆裂点,https://v.cdnlz3.com/20240126/22924_311317eb/2000k/hls/mixed.m3u8
雕形拳,https://vip1.lz-cdn1.com/20230608/21094_b12a3627/2000k/hls/mixed.m3u8
爆裂点,https://v.cdnlz3.com/20240126/22925_ab576153/2000k/hls/mixed.m3u8
养蜂人抢先,https://www.yzzy.play-cdn20.com/20240130/14212_512dac09/2000k/hls/index.m3u8
惊奇队长2,https://v1.cdnlz1.com/20231208/24476_e5cafe33/2000k/hls/mixed.m3u8
无法治愈,https://vip.lz-cdn3.com/20220624/8306_5b24c626/1000k/hls/mixed.m3u8
毒战2,https://v.cdnlz4.com/20231117/26156_c60ebe89/2000k/hls/mixed.m3u8
荒野,https://v.cdnlz2.com/20240126/28294_cdfab943/2000k/hls/mixed.m3u8
野兽们的战争,https://v.cdnlz11.com/20231217/18739_fd0f9b07/2000k/hls/mixed.m3u8
一闪一闪亮星星,https://ikcdn01.ikzybf.com/20240213/vWZ9ePUu/2000kb/hls/index.m3u8
三大队,https://v.cdnlz2.com/20240201/28578_1ad90f25/2000k/hls/mixed.m3u8
不日成婚2,https://yzzy.play-cdn19.com/20231214/10520_b17d82c4/2000k/hls/index.m3u8
临时劫案,https://v.cdnlz12.com/20240306/12466_cad8e71b/2000k/hls/mixed.m3u8#https://yzzy.play-cdn19.com/20240306/22153_c54de4da/2000k/hls/mixed.m3u8
二手杰作,https://v.cdnlz4.com/20231226/26302_f7a2357f/2000k/hls/mixed.m3u8
再见.李可乐,https://v.cdnlz12.com/20240124/11081_e095c299/2000k/hls/mixed.m3u8
刀尖,https://v.cdnlz12.com/20240117/11012_3f5cf514/2000k/hls/mixed.m3u8
前任4.英年早婚,https://ukzy.ukubf3.com/20231207/2i7LidCb/2000kb/hls/index.m3u8
千鹤先生,https://v.cdnlz12.com/20240125/11104_24ac3055/2000k/hls/mixed.m3u8
古楼镇陵宫,https://v.cdnlz12.com/20240222/11772_cc17a068/2000k/hls/mixed.m3u8
史上最强弟子,https://yzzy.play-cdn19.com/20240209/19332_06c6451f/2000k/hls/index.m3u8
四平警事之钻石大劫案,https://v.cdnlz2.com/20240206/28771_69d6e63e/2000k/hls/mixed.m3u8
外星+人2[韩],https://v.cdnlz12.com/20240215/11573_4cb789fb/2000k/hls/mixed.m3u8
好像也没那么热血沸腾,https://yzzy.play-cdn16.com/20231213/27660_19c61f1e/2000k/hls/index.m3u8
孤注一掷,https://v.cdnlz12.com/20240131/11213_0006f281/2000k/hls/mixed.m3u8
年会不能停,https://yzzy.play-cdn19.com/20240213/19788_da07138c/2000k/hls/index.m3u8
志愿军：雄兵出击,https://dghls.mcloud.139.com/hls/L1c36c04a53255f72579c1f62fe2ad8e1b/single/video/0/376/index.m3u8
怪物,https://v.cdnlz3.com/20240106/22647_12bced2d/2000k/hls/index.m3u8
惊天激战[美],https://v.cdnlz19.com/20240219/17331_1e41d0fd/2000k/hls/mixed.m3u8
我本是高山,https://v.cdnlz12.com/20240128/11176_b475b264/2000k/hls/mixed.m3u8
挡马夺刀,https://www.yzzy.play-cdn20.com/20240125/13928_02451c32/2000k/hls/index.m3u8
月球叛军：火之女,https://v.cdnlz11.com/20231222/18799_a3ec4c15/2000k/hls/mixed.m3u8
毒液2,https://vip.lzcdn2.com/20220530/7945_ffa14188/1200k/hls/mixed.m3u8
海王2.失落的王国,https://v.cdnlz12.com/20240123/11056_97ad71a3/2000k/hls/mixed.m3u8
涉过愤怒的海,https://v.cdnlz3.com/20240112/22740_9e90a3db/2000k/hls/mixed.m3u8
画江湖之不良帅,https://v.cdnlz11.com/20240111/19241_3af8d963/2000k/hls/mixed.m3u8
目中无人2,https://yzzy1.play-cdn1.com/20240210/15952_004b2a47/2000k/hls/index.m3u8
破战,https://yzzy1.play-cdn20.com/20240216/17014_96791511/2000k/hls/mixed.m3u8
粽邪3.鬼门开 ,https://ukzy.ukubf3.com/20231219/XiwVy98L/2000kb/hls/index.m3u8
缉恶,https://yzzy1.play-cdn1.com/20240212/16107_ce5c69e6/2000k/hls/index.m3u8
聊斋志异之瞳人语,https://yzzy1.play-cdn20.com/20240305/18516_cd41cda3/2000k/hls/mixed.m3u8#https://hn.bfvvs.com/play/RdGJDE0b/index.m3u8
西装暴徒,https://v.cdnlz3.com/20240118/22835_82f61c7e/2000k/hls/mixed.m3u8
追缉,https://v.cdnlz3.com/20231231/22557_d6b334ec/2000k/hls/mixed.m3u8
速度与激情10,https://vip.lz-cdn3.com/20230609/19446_bd6c3340/2000k/hls/mixed.m3u8
金手指[国],https://ikcdn01.ikzybf.com/20240213/xZTh2qQA/2000kb/hls/index.m3u8
金手指[粤],https://yzzy1.play-cdn1.com/20240213/16166_adb7cace/2000k/hls/index.m3u8
长津湖,https://s1.bfzycdn.com/video/changjinhu/HD%E5%9B%BD%E8%AF%AD/index.m3u8
长津湖之水门桥,https://cdn17.yzzy-online.com/20230817/16230_2dbddb92/2000k/hls/index.m3u8
陌路狂刀,https://v.cdnlz12.com/20240308/12526_77ee2ef5/2000k/hls/mixed.m3u8#https://yzzy1.play-cdn1.com/20240308/19202_84e12afe/2000k/hls/mixed.m3u8
露梁海战,https://v.cdnlz19.com/20240205/13018_c311202b/2000k/hls/mixed.m3u8
非诚勿扰3,https://yzzy1.play-cdn20.com/20240210/16640_403958bf/2000k/hls/index.m3u8
97家有喜事,https://vip.ffzy-play6.com/20221129/9285_97e3dfc9/index.m3u8
A计划,http://jsmov2.a.yximgs.com/bs3/video-hls/5240501212096709355_hlsb.m3u8
A计划,https://vip.ffzy-play7.com/20221115/4631_7c6bb09a/index.m3u8
A计划续集,https://vip.ffzy-play7.com/20221115/4412_bf4bdaf6/index.m3u8
一个好人,https://vip.ffzy-play7.com/20221129/7713_3a3bd3ff/index.m3u8
一出好戏,https://vip.ffzy-play.com/20221015/949_ecf3b061/index.m3u8
一夜惊喜,https://vip.ffzy-play6.com/20221019/211_225bbe08/index.m3u8
一步之遥,https://vip.ffzy-play2.com/20221122/1201_e24fce85/index.m3u8
一眉道人,https://vip.ffzy-play7.com/20221115/4803_1731be32/index.m3u8
七小福,https://vip.ffzy-play6.com/20221117/7398_2ddb4dac/index.m3u8
三国之见龙卸甲,https://vip.ffzy-play6.com/20221022/935_ffb2fe05/index.m3u8
三德和尚与舂米六,https://vip.ffzy-play6.com/20221128/9099_38718b59/index.m3u8
上海十三太保,https://vip.ffzy-play.com/20221018/2001_3ef7be69/index.m3u8
上海红美丽,https://vip.ffzy-play6.com/20221126/8466_47514053/index.m3u8
不二神探,https://cdn2.yzzy-tv-cdn.com/20220330/4069_8714f6bb/index.m3u8
不见不散,https://vip.ffzy-play7.com/20221112/3752_596da0f3/index.m3u8
与龙共舞,https://vip.ffzy-play6.com/20221207/10859_1b02d27c/index.m3u8
东方三侠,http://jsmov2.a.yximgs.com/bs3/video-hls/5222205346628851891_hlsb.m3u8
东方巨龙,https://vip.ffzy-play6.com/20221117/7362_01e144e6/index.m3u8
东方秃鹰,http://jsmov2.a.yximgs.com/bs3/video-hls/5218546164654879826_hlsb.m3u8
东方秃鹰,https://vip.ffzy-play7.com/20221209/9044_d3e0dbd4/index.m3u8
两只老虎,https://vip.ffzy-play7.com/20221117/5047_beb0a18c/index.m3u8
中南海保镖,https://cdn12.yzzy-tv-cdn.com/20221209/8943_e3bd0850/index.m3u8
中国最后一个太监,https://vip.ffzy-play6.com/20221128/9044_42d732f5/index.m3u8
中环英雄,https://vip.ffzy-play7.com/20221129/7743_4656dd25/index.m3u8
义不容辞,https://vip.ffzy-play7.com/20221208/8724_89db1c6d/index.m3u8
义本无言,https://vip.ffzy-play6.com/20221116/7316_f568756b/index.m3u8
义胆红唇,https://vip.ffzy-play6.com/20221116/7315_8765f39c/index.m3u8
义胆雄心,http://jsmov2.a.yximgs.com/bs3/video-hls/5237686462055775486_hlsb.m3u8
义胆雄心,https://vip.ffzy-play7.com/20221129/7714_a0c75de1/index.m3u8
九一神雕侠侣,http://jsmov2.a.yximgs.com/bs3/video-hls/5227553349016599035_hlsb.m3u8
九一神雕侠侣,https://vip.ffzy-play6.com/20221112/6044_68796407/index.m3u8
九二神雕之痴心情长剑,http://jsmov2.a.yximgs.com/bs3/video-hls/5188428323796620673_hlsb.m3u8
五亿探长雷洛传1：雷老虎,https://vip.ffzy-online.com/20221015/672_cd3f2629/index.m3u8
五亿探长雷洛传2：父子情仇,https://vip.ffzy-online.com/20221015/676_0dc45896/index.m3u8
五虎将之决裂,https://vip.ffzy-play6.com/20221112/6190_0250331a/index.m3u8
人再囧途之泰囧,https://vip.ffzy-play.com/20221018/1951_47e1adc8/index.m3u8
人吓人,https://vip.ffzy-play7.com/20230131/12897_66998969/index.m3u8
人吓鬼,https://vip.ffzy-play7.com/20221115/4745_3dce763c/index.m3u8
人在囧途,http://jsmov2.a.yximgs.com/bs3/video-hls/5239093847755471351_hlsb.m3u8
人在囧途,https://vip.ffzy-play.com/20221018/1953_2d6ba500/index.m3u8
人海孤鸿,https://vip.ffzy-play6.com/20221128/8983_f4dd65d1/index.m3u8
人潮汹涌,https://vip.ffzy-play.com/20221018/1947_3d44a6ed/index.m3u8
你好北京,https://vip.ffzy-play7.com/20230416/22452_5318e52a/index.m3u8
侠圣,https://vip.ffzy-online.com/20221015/741_196889fc/index.m3u8
侠盗联盟,https://vip.ffzy-play7.com/20221104/1442_e5eca889/index.m3u8
侠盗高飞,https://vip.ffzy-play7.com/20221112/3315_eef8cb87/index.m3u8
倩女幽魂人间道,http://jsmov2.a.yximgs.com/bs3/video-hls/5250634317044855747_hlsb.m3u8
倩女幽魂妖魔道,http://jsmov2.a.yximgs.com/bs3/video-hls/5232901391302199073_hlsb.m3u8
倩女幽魂道道道,http://jsmov2.a.yximgs.com/bs3/video-hls/5216294367991385255_hlsb.m3u8
催眠大师,https://vip.ffzy-play7.com/20221028/433_adf31dfd/index.m3u8
僵尸先生,https://vip.ffzy-play7.com/20230507/24165_799a7b4a/index.m3u8
僵尸家族,https://vip.ffzy-play7.com/20221208/8822_26a70529/index.m3u8
僵尸至尊,https://vip.ffzy-play6.com/20221129/9344_44b64a1a/index.m3u8
兄弟之生死同盟,https://vip.ffzy-play.com/20221015/897_d3a4e80f/index.m3u8
八星报喜,https://vip.ffzy-play6.com/20221116/7216_cb25f71a/index.m3u8
冒险王,https://cdn4.yzzy-tv-cdn.com/20220608/17622_c083f16b/index.m3u8
决战紫禁之巅,https://vip.ffzy-play7.com/20230413/22211_bfb8d6b2/index.m3u8
刀剑笑,http://jsmov2.a.yximgs.com/bs3/video-hls/5215168447635500734_hlsb.m3u8
刀剑笑,https://vip.ffzy-play7.com/20221112/3808_6690be34/index.m3u8
刁手怪招,https://cdn7.yzzy-tv-cdn.com/20220625/561_337bba55/index.m3u8
功夫瑜伽,https://vip.ffzy-play2.com/20221124/1291_468b2efb/index.m3u8
十二生肖,https://vip.ffzy-play6.com/20221019/191_dba04d04/index.m3u8
十面埋伏,https://vip.ffzy-play7.com/20221117/5218_ad30347f/index.m3u8
千机变,https://vip.ffzy-play2.com/20221019/21_687fe198/index.m3u8
半生缘,https://vip.ffzy-play7.com/20221112/3733_3f971a67/index.m3u8
南北少林,https://cdn2.yzzy-tv-cdn.com/20220428/16621_c12279b7/index.m3u8
卡拉是条狗,https://vip.ffzy-play6.com/20221020/264_d622ce7f/index.m3u8
卧虎藏龙,https://vip.ffzy-play6.com/20221019/118_1367b8f6/index.m3u8
卫斯理之蓝血人,https://vip.ffzy-play6.com/20221020/234_4fc21f9b/index.m3u8
双龙会,https://vip.ffzy-play6.com/20221112/6064_afbd5214/index.m3u8
古董局中局,https://vip.ffzy-online.com/20221017/983_2bd33011/index.m3u8
命运呼叫转移,https://vip.ffzy-play6.com/20221030/2878_fd228534/index.m3u8
和平饭店,https://vip.ffzy-play6.com/20221129/9326_fb193a3f/index.m3u8
咖喱辣椒,https://vip.ffzy-play7.com/20221112/3509_1a0443fd/index.m3u8
咸鱼翻身,https://vip.ffzy-play6.com/20221116/7303_5bfc21ee/index.m3u8
哗！英雄,https://vip.ffzy-play6.com/20221112/6371_9b5bf930/index.m3u8
喋血双雄,https://vip.ffzy-play7.com/20221115/4440_bd914a4d/index.m3u8
喜剧明星,https://vip.ffzy-play7.com/20230409/21692_463322cf/index.m3u8
嘻游记,https://vip.ffzy-play6.com/20221022/1023_fae8e09f/index.m3u8
囧妈,https://vip.ffzy-online.com/20230122/54089_b5925cb9/index.m3u8
城市猎人,https://vip.ffzy-play7.com/20230112/11075_f5a96711/index.m3u8
墨攻,https://vip.ffzy-play2.com/20221022/308_7d10fa04/index.m3u8
夏日福星,https://vip.ffzy-play7.com/20230118/11937_84244e52/index.m3u8
夜店,https://vip.ffzy-play6.com/20221022/1049_8ee06bf6/index.m3u8
大上海,https://vip.ffzy-play6.com/20221126/8327_89044d87/index.m3u8
大兵小将,https://vip.ffzy-play7.com/20230101/10714_0de1384d/index.m3u8
大唐玄奘,https://vip.ffzy-play7.com/20230306/17314_0230edb6/index.m3u8
大腕,https://vip.ffzy-play6.com/20221019/66_5c1f5d09/index.m3u8
天下无贼,https://vip.ffzy-play6.com/20221018/39_d0036fb2/index.m3u8
天与地,https://vip.ffzy-play6.com/20221112/6144_016eb00a/index.m3u8
天地玄门,https://vip.ffzy-play6.com/20221112/6127_d615f342/index.m3u8
天地雄心,https://vip.ffzy-play7.com/20221113/4187_a7c41927/index.m3u8
天将雄师,https://vip.ffzy-play6.com/20221031/3078_d47ea8cc/index.m3u8
天生胆小,https://vip.ffzy-play6.com/20221129/9417_4ed30e0d/index.m3u8
天若有情,http://jsmov2.a.yximgs.com/bs3/video-hls/5246412168297899387_hlsb.m3u8
天若有情,https://vip.ffzy-play6.com/20221112/6132_760d67fd/index.m3u8
天若有情3之烽火佳人,https://vip.ffzy-play6.com/20221207/10617_a0d97cd1/index.m3u8
太极张三丰,https://cdn8.yzzy-tv-cdn.com/20220713/4780_8d927b57/index.m3u8
失孤,https://vip.ffzy-play1.com/20221018/299_06ee96a1/index.m3u8
奇谋妙计五福星,https://vip.ffzy-play7.com/20221115/4730_a7515224/index.m3u8
奇迹,https://vip.ffzy-play7.com/20221125/6961_0c69f3cf/index.m3u8
妖怪都市,https://vip.ffzy-play6.com/20221129/9462_bbbcc871/index.m3u8
孔子,https://vip.ffzy-play6.com/20221027/2108_7c929ef0/index.m3u8
孤男寡女,https://vip.ffzy-play6.com/20221021/643_da3f8354/index.m3u8
学校风云,https://vip.ffzy-play7.com/20221209/9201_9f4d986a/index.m3u8
宝贝计划,https://vip.ffzy-play2.com/20221021/73_d5c05ae2/index.m3u8
密宗威龙,https://vip.ffzy-play7.com/20221112/3607_e49d9e93/index.m3u8
富贵兵团,https://vip.ffzy-play7.com/20221209/9048_80e2a1cb/index.m3u8
富贵列车,https://vip.ffzy-play7.com/20221206/8232_7462fce8/index.m3u8
寒战,https://vip.ffzy-play6.com/20221019/157_bf0740ee/index.m3u8
寒战2,https://vip.lz-cdn3.com/20220907/12892_5eb849b0/index.m3u8
少林寺,https://cdn4.yzzy-tv-cdn.com/20220606/17324_133ab69b/index.m3u8
少林小子,https://vip.ffzy-play7.com/20230216/14926_434969e4/index.m3u8
少林木人巷,https://vip.ffzy-play6.com/20221128/9115_ff8a121e/index.m3u8
少林英雄,https://vip.ffzy-play6.com/20221206/10385_35db0937/index.m3u8
师兄撞鬼,https://vip.ffzy-play6.com/20221207/10610_200b5bd4/index.m3u8
师弟出马,https://vip.ffzy-play7.com/20221115/4764_aba20ecc/index.m3u8
幕后玩家,https://vip.ffzy-play.com/20221018/1847_f9676687/index.m3u8
建党伟业,https://vip.ffzy-play6.com/20221019/168_f44e1477/index.m3u8
心花路放,https://vip.ffzy-play6.com/20221027/2366_e83b4d22/index.m3u8
快餐车,https://vip.ffzy-play7.com/20221115/4694_6f7f88ac/index.m3u8
急先锋,https://vip.ffzy-play6.com/20221113/6503_476b3f6c/index.m3u8
我不是药神,https://vip.ffzy-play1.com/20221018/478_c3afed66/index.m3u8
我和我的家乡,https://vip.ffzy-play1.com/20221018/511_7936e28c/index.m3u8
我和我的父辈,https://vip.ffzy-play7.com/20230307/17542_0c58cae5/index.m3u8
我和我的祖国,https://vip.ffzy-play1.com/20221018/512_4544d0ed/index.m3u8
